Time: 15-Jan-17 15:02:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:43; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:45; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:47; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 17-Jan-17 21:06:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 21:06:42; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 21:06:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 21:06:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 21:06:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 21:06:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 21:06:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 21:06:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 21:06:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 21:06:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 21:06:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 21:07:00; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 100; Low: -95; High: 85
Time: 17-Jan-17 21:07:00; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 100; Low: -95; High: 85
Time: 17-Jan-17 21:07:00; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 100; Low: -95; High: 85
Time: 17-Jan-17 21:07:02; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 21:07:02; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 21:07:02; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 21:07:04; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 21:07:04; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 21:07:04; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 21:07:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 21:07:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 21:07:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 21:07:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:07:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:07:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:07:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 21:07:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 21:07:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 21:07:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 21:07:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 21:07:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:07:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:07:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 21:07:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:07:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:07:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 21:07:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 21:07:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 21:07:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 21:07:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 21:07:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 21:07:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:07:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:07:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:07:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:07:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:07:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:07:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:07:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:07:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:08:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:08:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:08:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:08:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:08:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:08:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:08:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:08:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:08:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:08:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:08:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:08:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:08:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:08:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:08:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:08:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 21:08:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 21:08:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 21:08:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 21:08:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 21:08:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:08:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:08:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 21:09:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:09:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:10:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:10:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:10:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:10:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:10:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:10:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:10:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:10:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:10:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:10:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:10:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:10:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:10:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:10:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:10:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:10:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 21:10:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 21:10:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 21:10:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 21:10:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 21:10:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:10:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:10:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 21:10:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:10:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 21:10:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 21:10:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 21:10:36; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 21:10:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 21:10:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 21:10:42; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 21:10:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:10:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:10:55; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:10:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:10:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:10:57; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:10:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:10:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:10:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:11:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 99
Time: 17-Jan-17 21:11:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 99
Time: 17-Jan-17 21:11:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 80
Time: 17-Jan-17 21:11:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:11:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:11:01; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 99.8629534754574; Low: -95; High: 85
Time: 17-Jan-17 21:11:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:11:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:11:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 21:11:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:11:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:11:05; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 96.5925826289068; Low: -95; High: 85
Time: 17-Jan-17 21:11:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:11:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:11:07; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 93.3580426497202; Low: -95; High: 85
Time: 17-Jan-17 21:11:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:11:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:11:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 89.1006524188368; Low: -95; High: 85
Time: 17-Jan-17 21:11:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 21:11:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 21:11:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 21:11:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 21:11:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 21:11:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 21:11:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 21:11:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 21:11:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 99
Time: 17-Jan-17 21:11:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 99
Time: 17-Jan-17 21:11:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 80
Time: 17-Jan-17 21:11:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 21:11:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 21:11:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 21:11:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 21:11:36; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 21:11:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 21:11:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 21:11:42; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 23:40:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 23:40:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 23:40:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 23:40:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 23:40:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 23:40:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 23:41:00; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 100; Low: -95; High: 85
Time: 17-Jan-17 23:41:00; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 100; Low: -95; High: 85
Time: 17-Jan-17 23:41:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 23:41:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 23:41:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 23:41:56; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 23:41:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 23:41:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
